ID,name,full_name,nationality,league,club,age,birth_date,height_cm,weight_kg,eur_value,eur_wage
181307,P. Haglund,Philip Haglund,Sweden,Swedish Allsvenskan,IK Sirius,30,1987-03-22,189.0,88.0,425000.0,1000.0
193851,D. Blacha,David Blacha,Poland,German 3. Liga,SV Wehen Wiesbaden,26,1990-10-22,174.0,72.0,550000.0,1000.0
204348,J. Allansson,Joel Allansson,Sweden,Danish Superliga,Randers FC,24,1992-11-03,174.0,68.0,600000.0,4000.0
208188,J. Guthrie,Jon Guthrie,England,English League One,Walsall,24,1992-07-29,192.0,82.0,525000.0,3000.0
211004,Han Kook Young,Kook Young Han,Korea Republic,Korean K League Classic,Gangwon FC,27,1990-04-19,183.0,73.0,375000.0,2000.0
215356,F. Callejo,Facundo Callejo,Argentina,Argentinian Superliga,Colon de Santa Fe,24,1992-07-02,170.0,67.0,550000.0,3000.0
227900,N. Tripichio,Nicolás Tripichio,Argentina,Argentinian Superliga,Vélez Sarsfield,21,1996-01-05,175.0,68.0,625000.0,3000.0
233276,A. Dozzell,Andre Dozzell,England,English Championship,Ipswich Town,18,1999-05-02,178.0,64.0,925000.0,3000.0
234812,D. Dinga,Dominik Dinga,Serbia,Russian Premier League,FC Ural,19,1998-04-07,185.0,73.0,875000.0,4000.0
180284,Kim Dong Suk,Dong Suk Kim,Korea Republic,Korean K League Classic,Incheon United FC,30,1987-03-26,174.0,68.0,425000.0,2000.0
191549,T. Aoki,Takeshi Aoki,Japan,Japanese J1 League,Sagan Tosu,34,1982-09-28,183.0,75.0,140000.0,2000.0
234814,J. Ruiz,Jean Ruiz,France,French Ligue 2,FC Sochaux-Montbéliard,19,1998-04-06,188.0,80.0,675000.0,2000.0
237374,O. Atasayar,Onur Atasayar,Turkey,Turkish Süper Lig,Bursaspor,22,1995-01-01,184.0,74.0,625000.0,4000.0
220735,Douglas Tanque,Douglas Willian da Silva Souza,Brazil,Japanese J1 League,Albirex Niigata,23,1993-10-27,188.0,92.0,625000.0,2000.0
224575,C. Mimbala,Cédric Mimbala,DR Congo,German 3. Liga,SC Fortuna Köln,30,1986-08-22,190.0,85.0,325000.0,1000.0
228415,L. Godoy,Leonardo Godoy,Argentina,Argentinian Superliga,Talleres de Cordoba,22,1995-04-28,180.0,70.0,625000.0,3000.0
184383,A. Pasche,Alexandre Pasche,Switzerland,Swiss Super League,FC Lausanne-Sports,26,1991-05-31,175.0,73.0,525000.0,4000.0
221504,A. Kovar,Aaron Kovar,United States,USA Major League Soccer,Seattle Sounders FC,23,1993-08-14,178.0,70.0,600000.0,2000.0
225344,K. Baysal,Kaan Baysal,Turkey,Spanish Primera División,Getafe CF,21,1996-01-19,176.0,69.0,625000.0,5000.0
226624,João Sousa,João Guilherme Gonçalves de Sousa,Portugal,Portuguese Primeira Liga,Moreirense FC,22,1995-05-13,190.0,78.0,625000.0,2000.0
232768,T. Wada,Takuya Wada,Japan,Japanese J1 League,Omiya Ardija,26,1990-07-28,170.0,63.0,425000.0,2000.0
214081,D. Murillo,David Murillo,Colombia,Colombian Primera A,CPD Junior Barranquilla,23,1993-08-17,173.0,75.0,525000.0,1000.0
156481,T. Moniwa,Teruyuki Moniwa,Japan,Japanese J1 League,Cerezo Osaka,35,1981-09-08,181.0,82.0,110000.0,1000.0
224065,D. Blanco,Domingo Blanco,Argentina,Argentinian Superliga,Independiente,22,1995-04-22,169.0,67.0,725000.0,5000.0
165185,C. Davies,Craig Davies,Wales,English League One,Oldham Athletic,31,1986-01-09,188.0,85.0,400000.0,2000.0
177473,D. Loft,Doug Loft,England,English League Two,Colchester United,30,1986-12-25,183.0,77.0,425000.0,5000.0
219458,D. Wheeler,David Wheeler,England,English Championship,Queens Park Rangers,26,1990-10-04,180.0,76.0,475000.0,8000.0
221762,Kim Sun Min,Sun Min Kim,Korea Republic,Korean K League Classic,Daegu FC,25,1991-12-12,168.0,65.0,550000.0,2000.0
230978,T. Awoniyi,Taiwo Awoniyi,Nigeria,Belgian First Division A,Royal Excel Mouscron,19,1997-08-12,178.0,74.0,800000.0,15000.0
236610,M. Kean,Moise Kean,Italy,Italian Serie A,Hellas Verona,17,2000-02-28,182.0,79.0,900000.0,5000.0
209475,J. O'Sullivan,John O'Sullivan,Republic of Ireland,English League Two,Carlisle United,23,1993-09-18,181.0,83.0,625000.0,4000.0
214595,P. Schorr,Patrick Schorr,Germany,German 3. Liga,VfR Aalen,22,1994-10-13,184.0,78.0,525000.0,1000.0
237635,F. Pick,Florian Pick,Germany,German 3. Liga,1. FC Magdeburg,21,1995-09-08,176.0,67.0,700000.0,3000.0
240195,Claudio,Claudio Medina Ricoy,Spain,Spanish Segunda División,Real Sporting de Gijón,23,1993-09-04,186.0,83.0,650000.0,3000.0
215109,L. Navarro,Leandro Navarro,Argentina,Argentinian Superliga,San Lorenzo de Almagro,25,1992-04-16,184.0,76.0,550000.0,6000.0
236869,Y. Güveli,Yiğithan Güveli,Turkey,Turkish Süper Lig,Fenerbahçe SK,19,1998-01-06,194.0,85.0,875000.0,8000.0
184901,Shin Kwang Hoon,Kwang Hoon Shin,Korea Republic,Korean K League Classic,FC Seoul,30,1987-03-18,178.0,77.0,325000.0,2000.0
208454,S. Locigno,Sébastien Locigno,Belgium,Belgian First Division A,Royal Excel Mouscron,21,1995-09-02,182.0,68.0,625000.0,3000.0
216134,K. Pallesen,Kristoffer Pallesen,Denmark,Danish Superliga,Aalborg BK,27,1990-04-30,175.0,72.0,425000.0,4000.0
227654,D. Rusov,Dobrivoj Rusov,Slovakia,Polish Ekstraklasa,Piast Gliwice,24,1993-01-13,193.0,85.0,400000.0,2000.0
187206,N. Smith,Nathan Smith,Jamaica,English League Two,Yeovil Town,30,1987-01-11,183.0,76.0,325000.0,3000.0
221767,K. Choi,Kyoung Rok Choi,Korea Republic,German 2. Bundesliga,FC St. Pauli,22,1995-03-15,176.0,71.0,650000.0,5000.0
237383,A. Bastoni,Alessandro Bastoni,Italy,Italian Serie A,Atalanta,18,1999-04-13,190.0,75.0,850000.0,7000.0
190279,O. Jallow,Ousman Jallow,Gambia,Finnish Veikkausliiga,HJK Helsinki,28,1988-10-21,183.0,78.0,475000.0,1000.0
229448,F. Ayé,Florian Ayé,France,French Ligue 2,AJ Auxerre,20,1997-01-19,184.0,70.0,1000000.0,2000.0
175688,J. Taylor,Jermaine Taylor,Jamaica,USA Major League Soccer,Minnesota United,32,1985-01-14,178.0,88.0,260000.0,2000.0
193608,O. Clarke,Ollie Clarke,England,English League One,Bristol Rovers,25,1992-06-29,180.0,77.0,550000.0,3000.0
211785,B. Garuccio,Ben Garuccio,Australia,Australian A-League,Adelaide United,22,1995-06-15,174.0,70.0,525000.0,2000.0
212041,M. Ingebrigtsen,Mikael Norø Ingebrigtsen,Norway,Norwegian Eliteserien,Tromsø IL,20,1996-07-21,170.0,68.0,700000.0,2000.0
219721,A. Camigliano,Agostino Camigliano,Italy,Italian Serie B,Cittadella,22,1994-07-11,187.0,77.0,525000.0,1000.0
163657,I. Ech-Chergui,Idriss Ech-Chergui,France,French Ligue 2,Paris FC,32,1985-05-22,173.0,64.0,350000.0,2000.0
199498,G. Massey,Gavin Massey,England,English League One,Wigan Athletic,24,1992-10-04,180.0,75.0,575000.0,4000.0
203338,A. Morgan,Ashtone Morgan,Canada,USA Major League Soccer,Toronto FC,26,1991-02-09,180.0,75.0,425000.0,2000.0
210250,D. Riolfo,Diego Riolfo,Uruguay,Mexican Liga MX,Necaxa,27,1990-01-08,176.0,70.0,475000.0,4000.0
212298,M. Al Thmali,Meshari Al Thmali,Saudi Arabia,Saudi Professional League,Al Shabab,25,1992-02-10,180.0,70.0,575000.0,9000.0
200779,J. Clarke-Harris,Jonson Clarke-Harris,England,English League One,Rotherham United,22,1994-07-21,183.0,71.0,675000.0,4000.0
213835,J. Gammelby,Jens-Martin Gammelby,Denmark,Danish Superliga,Silkeborg IF,22,1995-02-05,193.0,82.0,625000.0,3000.0
229195,L. Callegari,Lorenzo Callegari,France,French Ligue 1,Paris Saint-Germain,19,1998-02-27,174.0,71.0,875000.0,8000.0
234059,J. Chancellor,Jhon Chancellor,Venezuela,,,25,1992-01-02,198.0,86.0,0.0,0.0
239179,Z. Arsenić,Zoran Arsenić,Croatia,Polish Ekstraklasa,Wisła Kraków,23,1994-06-02,187.0,75.0,525000.0,2000.0
191819,Cho Chan Ho,Chan Ho Cho,Korea Republic,Korean K League Classic,FC Seoul,31,1986-04-10,170.0,68.0,400000.0,3000.0
200780,G. Bigirimana,Gael Bigirimana,England,Scottish Premiership,Motherwell,23,1993-10-22,177.0,74.0,625000.0,2000.0
221772,A. Al Bishi,Abdulaziz Al Bishi,Saudi Arabia,Saudi Professional League,Al Taawoun,23,1994-03-11,169.0,69.0,625000.0,8000.0
200525,S. Walker,Sam Walker,England,English League Two,Colchester United,25,1991-10-02,198.0,78.0,425000.0,4000.0
201293,E. Scheel,Emil Scheel,Denmark,Danish Superliga,SønderjyskE,27,1990-03-18,186.0,79.0,475000.0,4000.0
219725,S. Minelli,Stefano Minelli,Italy,Italian Serie B,Brescia,23,1994-03-05,184.0,76.0,425000.0,1000.0
225101,M. Vitale,Mattia Vitale,Italy,Italian Serie A,Ferrara (SPAL),19,1997-10-01,183.0,76.0,775000.0,3000.0
234317,V. Thill,Vincent Thill,Luxembourg,French Ligue 1,FC Metz,17,2000-02-04,176.0,69.0,900000.0,3000.0
239181,M. Seegert,Marcel Seegert,Germany,German 2. Bundesliga,SV Sandhausen,23,1994-04-29,186.0,78.0,550000.0,2000.0
239437,P. Zulu,Philani Zulu,South Africa,South African PSL,Kaizer Chiefs,24,1992-09-16,178.0,70.0,575000.0,1000.0
184397,L. Sánchez,Liborio Sánchez,Mexico,Colombian Primera A,Alianza Petrolera,27,1989-10-09,183.0,78.0,350000.0,1000.0
134734,J. Westerberg,Jesper Westerberg,Sweden,Swedish Allsvenskan,Halmstads BK,31,1986-02-01,182.0,80.0,300000.0,2000.0
211790,R. Clarke,Ricardo Clarke,Panama,Portuguese Primeira Liga,Boavista FC,24,1992-09-27,180.0,75.0,600000.0,3000.0
225614,I. Akhmetov,Ilzat Akhmetov,Russia,Russian Premier League,Rubin Kazan,19,1997-12-31,172.0,65.0,975000.0,7000.0
193358,Romário,Romário Pereira Sipião,Brazil,Swedish Allsvenskan,Kalmar FF,31,1985-08-10,173.0,72.0,375000.0,2000.0
232527,D. Schmidt,Damián Schmidt,Argentina,Argentinian Superliga,San Martín de San Juan,24,1992-12-07,183.0,76.0,500000.0,2000.0
234575,Diogo Leite,Diogo Filipe Pinto Leite,Portugal,Portuguese Primeira Liga,FC Porto,18,1999-01-23,188.0,73.0,850000.0,2000.0
207952,S. Ajayi,Semi Ajayi,Nigeria,English League One,Rotherham United,23,1993-11-09,193.0,83.0,675000.0,3000.0
240464,Paulao,Luis Paulo da Silva,Brazil,Saudi Professional League,Al Batin,27,1989-12-04,192.0,78.0,375000.0,4000.0
189008,L. Pérez,Luis Ernesto Pérez,Mexico,Mexican Liga MX,Necaxa,28,1989-03-15,175.0,77.0,450000.0,4000.0
211537,J. Hamilton,Jack Hamilton,Scotland,Scottish Premiership,Heart of Midlothian,23,1994-03-22,189.0,75.0,500000.0,2000.0
232017,T. Alfaro,Tony Alfaro,Mexico,USA Major League Soccer,Seattle Sounders FC,24,1993-06-15,188.0,86.0,500000.0,2000.0
232785,C. Togashi,Cayman Togashi,Japan,Japanese J1 League,Yokohama F. Marinos,23,1993-08-10,178.0,73.0,600000.0,3000.0
226386,L. Sosa,Luca Sosa,Argentina,Argentinian Superliga,Club Atlético Patronato,23,1994-06-11,175.0,71.0,525000.0,3000.0
228946,M. Svanberg,Mattias Svanberg,Sweden,Swedish Allsvenskan,Malmö FF,18,1999-01-05,185.0,77.0,925000.0,1000.0
229970,L. Soares,Ludovic Soares,France,French Ligue 2,Clermont Foot 63,23,1994-05-08,175.0,68.0,575000.0,2000.0
230226,Charles de Breito,Charles Dênis de Breito Catarino,Brazil,Campeonato Brasileiro Série A,Atlético Clube Goianiense,25,1992-02-29,178.0,75.0,400000.0,4000.0
232786,K. Endo,Keita Endo,Japan,Japanese J1 League,Yokohama F. Marinos,19,1997-11-22,175.0,66.0,775000.0,2000.0
189010,S. Matuszek,Szymon Matuszek,Poland,Polish Ekstraklasa,Górnik Zabrze,28,1989-01-07,185.0,79.0,400000.0,2000.0
233043,A. Hinestroza,Alexis Hinestroza,Colombia,Colombian Primera A,Jaguares Fútbol Club,28,1988-08-28,181.0,82.0,375000.0,1000.0
203348,S. Carruthers,Samir Carruthers,Republic of Ireland,English Championship,Sheffield United,24,1993-04-04,173.0,70.0,575000.0,10000.0
207956,P. Ruddock Mpanzu,Pelly Ruddock Mpanzu,England,English League Two,Luton Town,23,1994-03-22,175.0,71.0,625000.0,5000.0
221525,S. Nelson,Sid Nelson,England,English League Two,Yeovil Town,21,1996-01-01,185.0,75.0,600000.0,7000.0
203862,H. Silva,Hugo Silva,Argentina,Argentinian Superliga,Defensa y Justicia,25,1992-02-04,176.0,77.0,500000.0,4000.0
209750,I. Lawlor,Ian Lawlor,Republic of Ireland,English League One,Doncaster Rovers,22,1994-10-27,192.0,80.0,500000.0,2000.0
211542,E. Baburin,Egor Baburin,Russia,Russian Premier League,Zenit St. Petersburg,23,1993-08-09,191.0,79.0,500000.0,9000.0
215638,L. Lindsay,Liam Lindsay,Scotland,English Championship,Barnsley,21,1995-10-12,193.0,89.0,650000.0,3000.0
219990,V. Hoff,Vebjørn Hoff,Norway,Norwegian Eliteserien,Aalesunds FK,21,1996-02-13,181.0,74.0,650000.0,1000.0
186198,J. Mellis,Jacob Mellis,England,English League Two,Mansfield Town,26,1991-01-08,181.0,69.0,525000.0,6000.0
212567,Y. Kajiyama,Yohei Kajiyama,Japan,Japanese J1 League,F.C. Tokyo,31,1985-09-24,180.0,75.0,375000.0,4000.0
235095,E. Serje,Enrique Serje,Colombia,Colombian Primera A,CPD Junior Barranquilla,21,1996-01-10,178.0,72.0,600000.0,1000.0
240727,R. Kenniche,Ryad Kamar Kenniche,Algeria,Saudi Professional League,Al Qadisiyah,24,1993-04-30,186.0,78.0,500000.0,4000.0
193111,R. Lange,René Lange,Germany,German 3. Liga,FSV Zwickau,28,1988-11-22,178.0,76.0,350000.0,1000.0
27480,T. Zwarthoed,Theo Zwarthoed,Netherlands,Holland Eredivisie,Excelsior,34,1982-11-19,188.0,88.0,180000.0,3000.0
167512,S. Whalley,Shaun Whalley,England,English League One,Shrewsbury,29,1987-08-07,176.0,67.0,450000.0,2000.0
235608,S. Al Mutairi,Sultan Al Mutairi,Saudi Arabia,Saudi Professional League,Al Batin,27,1989-09-13,181.0,72.0,375000.0,4000.0
183640,C. Strohdiek,Christian Strohdiek,Germany,German 3. Liga,SC Paderborn 07,29,1988-01-22,192.0,87.0,350000.0,1000.0
196953,A. Nsiala,Aristote Nsiala,DR Congo,English League One,Shrewsbury,25,1992-03-25,193.0,83.0,500000.0,2000.0
199769,M. Potzmann,Marvin Potzmann,Austria,Austrian Bundesliga,SK Sturm Graz,23,1993-12-07,180.0,70.0,500000.0,5000.0
224345,A. Kartalis,Alexandros Kartalis,Greece,German 2. Bundesliga,SpVgg Greuther Fürth,22,1995-01-29,178.0,66.0,625000.0,4000.0
198490,A. Faltsetas,Alexander Faltsetas,Sweden,Swedish Allsvenskan,BK Häcken,29,1987-07-04,181.0,80.0,425000.0,2000.0
227418,J. Manns,Jesper Manns,Sweden,Swedish Allsvenskan,IF Elfsborg,21,1995-08-05,174.0,74.0,525000.0,1000.0
213339,B. Garmston,Bradley Garmston,Republic of Ireland,English League One,Gillingham,23,1994-01-18,177.0,69.0,500000.0,3000.0
226395,M. Covea,Michael Covea,Venezuela,Argentinian Superliga,Bahía Blanca,23,1993-08-21,176.0,74.0,600000.0,3000.0
236635,Juan Rodríguez,Juan Rodríguez Martínez,Spain,Spanish Segunda División,Real Sporting de Gijón,22,1995-05-08,184.0,82.0,575000.0,3000.0
239963,Landeta,Ioritz Landeta Batiz,Spain,Spanish Primera División,Deportivo Alavés,21,1995-10-10,193.0,92.0,575000.0,4000.0
214876,J. Marriott,Jack Marriott,England,English League One,Peterborough United,22,1994-09-09,174.0,71.0,700000.0,3000.0
227164,D. Parra,Deiver Parra,Colombia,Colombian Primera A,Patriotas Boyacá FC,25,1992-01-01,176.0,72.0,500000.0,1000.0
190556,D. Powell,Daniel Powell,England,English League One,Northampton Town,26,1991-03-12,187.0,84.0,525000.0,3000.0
190812,A. Signorini,Andrea Signorini,Italy,Italian Serie B,Ternana,27,1990-01-31,186.0,75.0,375000.0,1000.0
240733,G. Pinto,Giovanni Pinto,Italy,Italian Serie B,Ascoli,25,1991-09-19,182.0,75.0,475000.0,2000.0
182365,J. Jones,Jamie Jones,England,English League One,Wigan Athletic,28,1989-02-18,191.0,91.0,325000.0,3000.0
199774,J. Bertilsson,Johan Bertilsson,Sweden,Swedish Allsvenskan,Östersunds FK,29,1988-02-15,177.0,68.0,450000.0,2000.0
212830,A. Mabil,Awer Mabil,Australia,Portuguese Primeira Liga,FC Paços de Ferreira,21,1995-09-15,179.0,73.0,700000.0,7000.0
230750,Abel Moreno,Abel Moreno Zorrero,Spain,Spanish Segunda División,Real Zaragoza,22,1995-02-19,178.0,67.0,525000.0,3000.0
239966,C. Santini,Claudio Santini,Italy,Italian Serie B,Ascoli,25,1992-02-12,178.0,73.0,600000.0,1000.0
207967,R. Garcia,Rafael Garcia,United States,USA Major League Soccer,LA Galaxy,28,1988-12-19,167.0,68.0,375000.0,3000.0
224095,N. Mbemba,Nolan Mbemba,France,French Ligue 2,Stade de Reims,22,1995-02-19,182.0,77.0,725000.0,3000.0
228191,J. Aspropotamitis,Jonathan Aspropotamitis,Australia,Australian A-League,Western Sydney Wanderers,21,1996-06-07,188.0,76.0,575000.0,2000.0
231519,L. Olivera,Luis Olivera,Argentina,Argentinian Superliga,San Martín de San Juan,18,1998-10-24,168.0,67.0,825000.0,3000.0
240223,M. Ristić,Mihailo Ristić,Serbia,Russian Premier League,FC Krasnodar,21,1995-10-31,183.0,73.0,675000.0,8000.0
208992,S. Al Qumayzi,Saleh Saad Al Qumayzi,Saudi Arabia,Saudi Professional League,Al Shabab,25,1991-10-30,180.0,65.0,475000.0,8000.0
162144,C. Agnelli,Cristian Agnelli,Italy,Italian Serie B,Foggia,31,1985-09-23,173.0,70.0,375000.0,2000.0
229728,F. Kamberi,Florian Kamberi,Switzerland,Swiss Super League,Grasshopper Club Zürich,22,1995-03-08,189.0,86.0,700000.0,6000.0
230496,Adão Renteira,Adão Douglas Renteira Paulino,Brazil,Campeonato Brasileiro Série A,Vitória ,25,1992-02-29,188.0,81.0,500000.0,4000.0
233568,Lee Sang Heon,Sang Heon Lee,Korea Republic,Korean K League Classic,Ulsan Hyundai Horang-i,19,1998-02-26,178.0,67.0,975000.0,2000.0
189792,T. Obadeyi,Temitope Obadeyi,England,English League One,Oldham Athletic,27,1989-10-29,182.0,86.0,475000.0,2000.0
198497,M. Connolly,Mark Connolly,Republic of Ireland,English League Two,Crawley Town,25,1991-12-16,185.0,77.0,500000.0,3000.0
205153,A. Guira,Adama Guira,Burkina Faso,Danish Superliga,Aarhus GF,29,1988-04-24,178.0,76.0,425000.0,4000.0
212833,R. Brindley,Richard Brindley,England,English League Two,Barnet,24,1993-05-05,178.0,77.0,475000.0,3000.0
213089,G. Donyoh,Godsway Donyoh,Ghana,Danish Superliga,FC Nordsjælland,22,1994-10-14,179.0,71.0,675000.0,4000.0
231777,A. Ömür,Abdülkadir Ömür,Turkey,Turkish Süper Lig,Trabzonspor,18,1999-06-25,168.0,67.0,750000.0,5000.0
239713,G. Panom,Gatoch Panom,Ethiopia,Russian Premier League,FC Anzhi Makhachkala,22,1994-11-30,190.0,84.0,575000.0,5000.0
147042,P. Pogrebnyak,Pavel Pogrebnyak,Russia,Russian Premier League,Dinamo Moscow,33,1983-11-08,188.0,91.0,280000.0,10000.0
233314,R. Canouse,Russell Canouse,United States,USA Major League Soccer,D.C. United,22,1995-06-11,177.0,76.0,625000.0,2000.0
176226,J. Peterson,Jacob Peterson,United States,USA Major League Soccer,Atlanta United FC,31,1986-01-27,178.0,75.0,400000.0,3000.0
183138,K. Pearce,Krystian Pearce,England,English League Two,Mansfield Town,27,1990-01-05,188.0,95.0,425000.0,5000.0
199011,P. Corry,Paul Corry,Republic of Ireland,Rep. Ireland Premier Division,Shamrock Rovers,26,1991-02-03,190.0,85.0,550000.0,1000.0
138083,N. Hunt,Nicky Hunt,England,English League Two,Notts County,33,1983-09-03,185.0,86.0,180000.0,5000.0
218212,A. Noppert,Andries Noppert,Netherlands,Holland Eredivisie,NAC Breda,23,1994-04-07,203.0,94.0,425000.0,2000.0
219492,M. De Iriondo,Manuel De Iriondo,Argentina,Argentinian Superliga,Unión de Santa Fe,24,1993-05-06,179.0,75.0,500000.0,3000.0
225636,L. Boeder,Lukas Boeder,Germany,German 3. Liga,SC Paderborn 07,20,1997-04-18,184.0,81.0,675000.0,1000.0
237156,M. Wagué,Moussa Wagué,Senegal,Belgian First Division A,KAS Eupen,18,1998-10-04,171.0,60.0,650000.0,2000.0
208485,L. Ralte,Lalrindika Ralte,India,,,24,1992-09-07,173.0,71.0,0.0,0.0
209253,M. Blair,Matty Blair,England,English League One,Doncaster Rovers,28,1989-06-21,178.0,74.0,450000.0,3000.0
213349,G. Puel,Grégoire Puel,France,French Ligue 2,GFC Ajaccio,25,1992-02-20,180.0,67.0,475000.0,2000.0
154725,K. Pilarz,Krzysztof Pilarz,Poland,Polish Ekstraklasa,Arka Gdynia,36,1980-11-09,184.0,78.0,60000.0,1000.0
229733,C. Schoissengeyr,Christian Schoissengeyr,Austria,Austrian Bundesliga,SK Sturm Graz,22,1994-10-18,194.0,95.0,550000.0,5000.0
233061,M. Pereira Lage,Mathias Pereira Lage,France,French Ligue 2,Clermont Foot 63,20,1996-11-30,180.0,67.0,800000.0,2000.0
192101,M. Thorbjörnsson,Markus Thorbjörnsson,Sweden,Swedish Allsvenskan,Kalmar FF,29,1987-10-01,187.0,80.0,350000.0,2000.0
197990,G. Francomb,George Francomb,England,English League One,AFC Wimbledon,25,1991-09-08,181.0,73.0,525000.0,3000.0
209766,M. Born,Mirco Born,Germany,German 2. Bundesliga,SV Sandhausen,23,1994-06-28,175.0,69.0,650000.0,2000.0
211814,M. Kühne,Matthias Kühne,Germany,German 3. Liga,FC Carl Zeiss Jena,29,1987-09-27,179.0,78.0,350000.0,1000.0
222566,T. Majrashi,Talal Majrashi,Saudi Arabia,Saudi Professional League,Al Fayha,26,1990-09-10,176.0,70.0,475000.0,6000.0
228454,M. Ofkir,Mohamed Ofkir,Norway,Belgian First Division A,Sporting Lokeren,20,1996-08-04,178.0,71.0,725000.0,4000.0
236390,Pol Valentín,Pol Valentín Sancho,Spain,Spanish Segunda División,Gimnàstic de Tarragona,20,1997-02-21,180.0,73.0,900000.0,2000.0
190822,E. Johansen,Eirik Holmen Johansen,Norway,USA Major League Soccer,New York City Football Club,24,1992-07-12,201.0,84.0,450000.0,2000.0
226407,G. Bojanich,Gastón Bojanich,Argentina,Argentinian Superliga,Club Atlético Tigre,32,1985-04-23,191.0,83.0,260000.0,4000.0
209256,T. Anderson,Tom Anderson,England,English League Two,Port Vale,23,1993-09-02,193.0,83.0,500000.0,11000.0
210792,A. Al Zaqan,Ali Ahmed Al Zaqan,Saudi Arabia,Saudi Professional League,Al Fateh,26,1991-01-11,177.0,69.0,475000.0,8000.0
223080,H. Dunk,Harrison Dunk,England,English League Two,Cambridge United,26,1990-10-25,184.0,73.0,525000.0,6000.0
232296,F. Moufi,Fahd Moufi,Morocco,Portuguese Primeira Liga,Tondela,21,1996-05-05,175.0,70.0,575000.0,1000.0
167784,S. Aygüneş,Şahin Aygüneş,Turkey,German 2. Bundesliga,SV Sandhausen,26,1990-10-01,178.0,77.0,550000.0,3000.0
191848,W. Abdullah,Waleed Abdullah,Saudi Arabia,Saudi Professional League,Al Nassr,31,1986-04-19,185.0,75.0,270000.0,8000.0
234857,I. Oblyakov,Ivan Oblyakov,Russia,Russian Premier League,FC Ufa,18,1998-07-05,175.0,74.0,925000.0,4000.0
237417,C. Carp,Cătălin Carp,Moldova,Russian Premier League,FC Ufa,23,1993-10-20,184.0,77.0,550000.0,6000.0
239721,J. Lescano,Juan Eduardo Lescano,Argentina,Russian Premier League,FC Anzhi Makhachkala,24,1992-10-29,187.0,79.0,600000.0,6000.0
165738,J. Kennedy,Jason Kennedy,England,English League Two,Carlisle United,30,1986-09-11,185.0,75.0,425000.0,4000.0
190058,D. Sorgić,Dejan Sorgić,Serbia,Swiss Super League,FC Thun,27,1989-09-15,177.0,70.0,475000.0,5000.0
200812,M. Ehmer,Max Ehmer,Germany,English League One,Gillingham,25,1992-02-03,188.0,70.0,450000.0,3000.0
222572,Iván Villar,Iván Villar Martínez,Spain,Spanish Primera División,RC Celta de Vigo,19,1997-07-09,183.0,76.0,575000.0,2000.0
224108,V. Solomon-Otabor,Viv Solomon-Otabor,Nigeria,English League One,Blackpool,21,1996-01-02,175.0,77.0,775000.0,6000.0
166764,T. Carson,Trevor Carson,Northern Ireland,Scottish Premiership,Motherwell,29,1988-03-05,183.0,80.0,300000.0,2000.0
241004,F. Carballo,Felipe Carballo,Uruguay,Spanish Segunda División,Sevilla Atlético,20,1996-10-04,177.0,72.0,700000.0,2000.0
223853,Agus Medina,Agustín Medina Delgado,Spain,Spanish Primera División,RC Celta de Vigo,22,1994-09-08,177.0,72.0,525000.0,5000.0
226157,Javi Muñoz,Javier Muñoz Jiménez,Spain,Spanish Segunda División,Lorca Deportiva CF,22,1995-02-28,176.0,70.0,725000.0,27000.0
239981,J. Arp,Jann-Fiete Arp,Germany,German Bundesliga,Hamburger SV,17,2000-01-06,184.0,78.0,1000000.0,6000.0
192365,S. Bidaoui,Soufiane Bidaoui,Morocco,Italian Serie B,Avellino,27,1990-04-20,168.0,63.0,475000.0,2000.0
234350,Viti,Víctor Álvarez Rozada,Spain,Spanish Segunda División,Real Oviedo,19,1997-09-16,170.0,64.0,975000.0,2000.0
241006,Erick,Erick de Arruda Serafim,Brazil,Portuguese Primeira Liga,SC Braga,19,1997-12-10,173.0,65.0,775000.0,2000.0
187246,Ahn Ji Ho,Ji Ho Ahn,Korea Republic,Korean K League Classic,Gangwon FC,30,1987-04-24,183.0,75.0,325000.0,2000.0
205167,R. Abazov,Ruslan Abazov,Russia,Russian Premier League,FC Tosno,24,1993-05-25,184.0,74.0,500000.0,5000.0
213871,K. Junker,Kasper Junker,Denmark,Danish Superliga,Aarhus GF,23,1994-03-05,178.0,76.0,625000.0,4000.0
159599,S. Wiseman,Scott Wiseman,Gibraltar,English League Two,Chesterfield,31,1985-12-13,183.0,72.0,300000.0,5000.0
229743,A. Deiola,Alessandro Deiola,Italy,Italian Serie A,Cagliari,21,1995-08-01,189.0,85.0,700000.0,10000.0
170095,D. Jones,Daniel Jones,England,English League Two,Notts County,30,1986-12-23,188.0,89.0,325000.0,5000.0
236143,Adrián Rocheira,Adrián Welliton Rocheira Sá,Brazil,Campeonato Brasileiro Série A,Vitória ,33,1984-02-29,182.0,73.0,180000.0,4000.0
189295,J. Sudić,Jasmin Sudić,Sweden,Swedish Allsvenskan,BK Häcken,26,1990-11-24,193.0,82.0,475000.0,2000.0
205424,José Artiles,José Manuel Artiles Romero,Spain,Spanish Primera División,UD Las Palmas,24,1993-06-10,169.0,61.0,625000.0,5000.0
228464,Kim Jin Hyuk,Jin Hyuk Kim,Korea Republic,Korean K League Classic,Daegu FC,24,1993-06-03,187.0,78.0,550000.0,2000.0
